title,description,published_date,channel_id,category,duration,total_views,total_likes,total_comments,video_extracted_date,video_id
Goliyon Ki Raasleela Ram-leela Official Trailer | Watch Full Movie On Eros Now,"Here's presenting the official trailer of the most awaited film #GoliyonKiRaasleelaRamLeela featuring #RanveerSingh & #DeepikaPadukone in the lead roles.

Cast: Ranveer Singh & Deepika Padukone
Directed By: Sanjay Leela Bhansali
Produced By: Sanjay Leela Bhansali, Chetan Deolekar, Kishore Lulla & Sandeep Singh

Watch back to back Full Movies only on Eros Now - https://goo.gl/GfuYux

For all the updates on our movies and more:
https://www.youtube.com/ErosNow
https://twitter.com/#!/ErosNow
https://www.facebook.com/ErosNow
https://www.facebook.com/erosmusicindia
https://plus.google.com/+erosentertainment https://www.instagram.com/erosnow",2013-09-16T11:33:55Z,UCX52tYZiEh_mHoFja3Veciw,Entertainment,186,14770890,43788,1852,2023-08-26T17:55:45.097579,StphRCLkx6Q
"Look What's Happened to Rosemary's Baby (1976) Full Movie "" Rosemary's Baby Sequel ""","Look What's Happened to Rosemary's Baby is a 1976 TV movie, and a sequel to the 1968 film Rosemary's Baby. It has little connection to the novel by Ira Levin, on which the first film was based.

I apologize for the quality. I was able to pull the copy off the net that someone had recorded from VHS.

I own no portion of the rights, this has been uploaded for research and educational purposes. 

Look What's Happened to Rosemary's Baby:

Written by
Ira Levin, Anthony Wilson 

Directed by
Sam O'Steen 

Starring
Stephen McHattie
Patty Duke
George Maharis
Broderick Crawford
Ruth Gordon
Ray Milland
Tina Louise",2013-09-17T12:08:33Z,UCEmR8OFjyq3s2mILQDE1u4A,Film & Animation,5517,1094403,0,1279,2023-08-26T17:51:35.591663,s9_MqhkRPr8
Blue Is The Warmest Color Official Trailer #1 (2013) - Romantic Drama HD,"Subscribe to TRAILERS: http://bit.ly/sxaw6h
Subscribe to COMING SOON: http://bit.ly/H2vZUn
Like us on FACEBOOK: http://goo.gl/dHs73
Blue Is The Warmest Color Official Trailer #1 (2013) - Romantic Drama HD


The story of a young lesbian couple's beginning, middle and possible end.

The Movieclips Trailers channel is your destination for the hottest new trailers the second they drop. Whether it's the latest studio release, an indie horror flick, an evocative documentary, or that new RomCom you've been waiting for, the Movieclips team is here day and night to make sure all the best new movie trailers are here for you the moment they're released.

In addition to being the #1 Movie Trailers Channel on YouTube, we deliver amazing and engaging original videos each week. Watch our exclusive Ultimate Trailers, Showdowns, Instant Trailer Reviews, Monthly MashUps, Movie News, and so much more to keep you in the know.

Here at Movieclips, we love movies as much as you!",2013-09-19T17:42:10Z,UCi8e0iOVk1fEOogdfu4YgfA,Entertainment,105,29639846,30748,2452,2023-08-26T17:54:35.215053,Y2OLRrocn3s
"Belle Official Trailer #1 (2013) - Tom Felton, Matthew Goode Drama HD","Subscribe to TRAILERS: http://bit.ly/sxaw6h
Subscribe to COMING SOON: http://bit.ly/H2vZUn
Like us on FACEBOOK: http://goo.gl/dHs73
Belle Official Trailer #1 (2013) - Tom Felton, Matthew Goode Drama HD 


The illegitimate, mixed-race daughter of a Captain in the Royal Navy finds her unique social standing become instrumental in the campaign to end slavery in England after meeting an idealistic young vicar's son.

The Movieclips Trailers channel is your destination for the hottest new trailers the second they drop. Whether it's the latest studio release, an indie horror flick, an evocative documentary, or that new RomCom you've been waiting for, the Movieclips team is here day and night to make sure all the best new movie trailers are here for you the moment they're released.

In addition to being the #1 Movie Trailers Channel on YouTube, we deliver amazing and engaging original videos each week. Watch our exclusive Ultimate Trailers, Showdowns, Instant Trailer Reviews, Monthly MashUps, Movie News, and so much more to keep you in the know.

Here at Movieclips, we love movies as much as you!",2013-10-15T17:57:49Z,UCi8e0iOVk1fEOogdfu4YgfA,Entertainment,151,6067534,68674,1866,2023-08-26T17:55:30.193056,9Qx90wdRD2I
Endless Love Official Trailer #1 (2014) - Alex Pettyfer Drama HD,"Subscribe to TRAILERS: http://bit.ly/sxaw6h
Subscribe to COMING SOON: http://bit.ly/H2vZUn
Like us on FACEBOOK: http://goo.gl/dHs73
Subscribe to INDIE TRAILERS: http://goo.gl/iPUuo
Endless Love Official Trailer #1 (2014) - Alex Pettyfer Drama HD


The romance between two teenagers turns obsessive, dark, and disastrous.

The Movieclips Trailers channel is your destination for the hottest new trailers the second they drop. Whether it's the latest studio release, an indie horror flick, an evocative documentary, or that new RomCom you've been waiting for, the Movieclips team is here day and night to make sure all the best new movie trailers are here for you the moment they're released.

In addition to being the #1 Movie Trailers Channel on YouTube, we deliver amazing and engaging original videos each week. Watch our exclusive Ultimate Trailers, Showdowns, Instant Trailer Reviews, Monthly MashUps, Movie News, and so much more to keep you in the know.

Here at Movieclips, we love movies as much as you!",2013-10-17T18:50:28Z,UCi8e0iOVk1fEOogdfu4YgfA,Entertainment,138,21465517,61463,2939,2023-08-26T17:55:10.406737,TRXGch6675Q
Swedish House Mafia - Leave The World Behind (Official Movie Trailer),"Leave The World Behind: The Movie and One Last Tour: The Live Soundtrack Album recorded Live at Masquerade Motel in Los Angeles. 

Buy both exclusively on iTunes now!

Film: http://swedishou.se/Film 
Soundtrack: http://swedishou.se/OLT

Follow the story online:
http://leavetheworldbehind.com  
http://twitter.com/swedishousemfia
http://facebook.com/swedishhousemafia
http://instagram.com/swedishhousemafia",2013-10-24T16:23:44Z,UC5HEq5U--O5nn134mizyCcw,Music,111,1817891,17049,1484,2023-08-26T17:56:07.677397,CGBNJmxJPTc
Marvel's Captain America: The Winter Soldier - Trailer 1 (OFFICIAL),"The Fighting Avenger returns to action in Marvel's ""Captain America: The Winter Soldier"" April 4, and now you can get your first look at Cap, Winter Soldier, Falcon, Black Widow and more from the film with the new trailer!

Follow Captain America on Twitter: https://twitter.com/captainamerica
Like Captain America on Facebook: https://www.facebook.com/CaptainAmericaMovie

Subscribe to Marvel: http://bit.ly/WeO3YJ

Keep up with Marvel on:
TWITTER: https://twitter.com/marvel
FACEBOOK: http://www.facebook.com/Marvel
TUMBLR: http://marvelentertainment.tumblr.com/
INSTAGRAM: http://instagram.com/marvel
GOOGLE+: https://plus.google.com/+marvel/
PINTEREST: http://pinterest.com/marvelofficial/",2013-10-25T16:14:43Z,UCvC4D8onUfXzvjTOM-dBfEA,Entertainment,153,3548323,31834,2213,2023-08-26T17:55:19.976006,tbayiPxkUMM
The House on 92nd Street-1945 film,Espionage film from 1945.,2013-11-04T09:00:25Z,UCrRaQL5hH3fDT-TpXF3_JxQ,Film & Animation,5269,1646531,5765,1161,2023-08-26T17:50:32.628454,Z-BwyzbF7E4
NOAH - Official Trailer - International English,"Watch the official trailer for Noah, starring Russell Crowe, Jennifer Connelly, and Emma Watson. A Darren Aronofsky Film. In cinemas 2014.",2013-11-14T16:00:04Z,UCvnm_PY4H-kFy4gyonx3Fvg,Entertainment,142,2078051,6764,2111,2023-08-26T17:55:20.204296,A2sGw3w8_HA
Magic Johnson and Larry Bird: A Courtship of Rivals Basketball,"Magic & Bird: A Courtship of Rivals is a 2010 television documentary film broadcast on HBO. The film chronicles the rivalry between Magic Johnson and Larry Bird that began with the 1979 NCAA Basketball Championship Game and lasted throughout their lengthy Hall of Fame careers in the NBA. The film makes an argument that without the massive media attention that was placed on the rivalry that Magic and Bird had, the NBA might not have made it through the 1980s following the merger with the ABA, among other things.",2013-11-15T17:05:36Z,UCrUi3gpciAD7vKgaTOE3bPg,Sports,5268,1991749,23130,2292,2023-08-26T17:55:12.515935,axbIoHqFaa8
I Am Legend (2007) Official Trailer #1 - Sci-Fi Thriller,"Check out the official I Am Legend (2007) Trailer starring Will Smith! Let us know what you think in the comments below.
► Watch on FandangoNOW: https://www.fandangonow.com/details/movie/i-am-legend-2007/1MV44ff33ab9e1c2712d1e87057b1afbf4b?cmp=MCYT_YouTube_Desc 

Subscribe to the channel and click the bell icon to stay up to date on all your favorite movies. 

Starring: Will Smith, Alice Braga, Charlie Tahan 
Directed By: Francis Lawrence
Synopsis: Years after a plague kills most of humanity and transforms the rest into monsters, the sole survivor in New York City struggles valiantly to find a cure.

Watch More Classic Trailers: 
► Horror Films: http://bit.ly/2D21x45
► Comedies: http://bit.ly/2qTCzPN
► Dramas: http://bit.ly/2tefVm2
► Sci-Fi Movies: http://bit.ly/2msyb5C
► Animated Movies: http://bit.ly/2HqZZ2c
► Documentaries: http://bit.ly/2Fs2zFd
► Musicals: http://bit.ly/2oDFckX
► Romantic Comedies: http://bit.ly/2qQVieQ
► Superhero Films: http://bit.ly/2FtNZgi
► Westerns: http://bit.ly/2mrOEXG
► War Movies: http://bit.ly/2qX4u18
► Trailers By Year: http://bit.ly/2qTCxHF

Fuel Your Movie Obsession: 
► Subscribe to CLASSIC TRAILERS: http://bit.ly/2D01HJi
► Watch Movieclips ORIGINALS: http://bit.ly/2D3sipV
► Like us on FACEBOOK: http://bit.ly/2DikvkY 
► Follow us on TWITTER: http://bit.ly/2mgkaHb
► Follow us on INSTAGRAM: http://bit.ly/2mg0VNU

Subscribe to the Fandango MOVIECLIPS CLASSIC TRAILERS channel to rediscover all your favorite movie trailers and find a classic you may have missed.",2013-11-20T00:30:19Z,UCTCjFFoX1un-j7ni4B6HJ3Q,Film & Animation,163,4788767,36765,2331,2023-08-26T17:48:54.157301,dtKMEAXyPkg
Gimme Shelter Official Trailer #1 (2013) - Vanessa Hudgens Movie HD,"Subscribe to TRAILERS: http://bit.ly/sxaw6h
Subscribe to COMING SOON: http://bit.ly/H2vZUn
Like us on FACEBOOK: http://goo.gl/dHs73
Gimme Shelter Official Trailer #1 (2013) - Vanessa Hudgens Movie HD


A teenager sets out to find her Wall Street father and is forced into the streets in a desperate journey of survival. Based on a true story.

The Movieclips Trailers channel is your destination for the hottest new trailers the second they drop. Whether it's the latest studio release, an indie horror flick, an evocative documentary, or that new RomCom you've been waiting for, the Movieclips team is here day and night to make sure all the best new movie trailers are here for you the moment they're released.

In addition to being the #1 Movie Trailers Channel on YouTube, we deliver amazing and engaging original videos each week. Watch our exclusive Ultimate Trailers, Showdowns, Instant Trailer Reviews, Monthly MashUps, Movie News, and so much more to keep you in the know.

Here at Movieclips, we love movies as much as you!",2013-11-26T20:09:55Z,UCi8e0iOVk1fEOogdfu4YgfA,Film & Animation,147,4907270,53542,2156,2023-08-26T17:56:49.849694,tjyi_dMhyIs
The Legend of Hercules (2014) Official Trailer - Kellen Lutz,"In the epic origin story THE LEGEND OF HERCULES, Kellan Lutz stars as the mythical Greek hero -- the son of Zeus, a half-god, half-man blessed with extraordinary strength. Betrayed by his stepfather, the King, and exiled and sold into slavery because of a forbidden love, Hercules must use his formidable powers to fight his way back to his rightful kingdom. Through harrowing battles and gladiator-arena death matches, Hercules embarks on a legendary odyssey to overthrow the King and restore peace to the land.

In theaters & 3D nationwide on January 10, 2014.

Official Site: http://Hercules3DMovie.com
Like us on Facebook: http://Facebook.com/Hercules3D
Follow us on Twitter: http://Twitter.com/Hercules3D
Follow us on Tumblr: http://herculesmovie.tumblr.com/",2013-11-28T06:04:57Z,UCFR6sruqEq52xEqjE84tq4A,Film & Animation,136,4429540,4481,1410,2023-08-26T17:55:21.938235,g0GMzQwO2l0
"RENT [Musical Live on Broadway, 2008]",,2013-11-29T16:15:31Z,UCcQVfIVuZhiAsJ9TNX9_eZw,People & Blogs,9098,1635991,14637,1493,2023-08-26T17:56:23.056785,Lo8CmwIKiDw
Her - Official Trailer 2 [HD],"http://www.herthemovie.com/
https://www.facebook.com/herthemovie
In select theaters December 18th, everywhere January 10th.

Set in the Los Angeles of the slight future, ""Her"" follows Theodore Twombly, a complex, soulful man who makes his living writing touching, personal letters for other people. Heartbroken after the end of a long relationship, he becomes intrigued with a new, advanced operating system, which promises to be an intuitive entity in its own right, individual to each user. Upon initiating it, he is delighted to meet ""Samantha,"" a bright, female voice, who is insightful, sensitive and surprisingly funny. As her needs and desires grow, in tandem with his own, their friendship deepens into an eventual love for each other.

From the unique perspective of Oscar-nominated filmmaker Spike Jonze comes an original love story that explores the evolving nature—and the risks—of intimacy in the modern world.",2013-12-04T00:42:46Z,UCjmJDM5pRKbUlVIzDYYWb6g,Entertainment,151,3755199,16093,1236,2023-08-26T17:54:50.581847,ne6p6MfLBxc
300: Rise of an Empire - Official Trailer 2 [HD],"https://www.facebook.com/300Movie
http://www.300themovie.com/
In theaters March 7th!

Based on Frank Miller's latest graphic novel Xerxes, and told in the breathtaking visual style of the blockbuster ""300,"" this new chapter of the epic saga takes the action to a fresh battlefield—on the sea—as Greek general Themistokles attempts to unite all of Greece by leading the charge that will change the course of the war.  

""300: Rise of an Empire"" pits Themistokles against the massive invading Persian forces led by mortal-turned-god Xerxes, and Artemesia, vengeful commander of the Persian navy.

Warner Bros. Picture presents, in association with Legendary Pictures, a Cruel and Unusual Films/Mark Canton/Gianni Nunnari Production, ""300: Rise of an Empire.""   The action adventure stars Sullivan Stapleton (""Gangster Squad"") as Themistokles and Eva Green (""Dark Shadows,"" ""Casino Royale"") as Artemesia.   Lena Headey reprises her starring role from ""300"" as the Spartan Queen, Gorgo; Hans Matheson (""Clash of the Titans"") stars as Aeskylos; and Rodrigo Santoro stars again as the Persian King, Xerxes.",2013-12-04T18:00:03Z,UCjmJDM5pRKbUlVIzDYYWb6g,Entertainment,152,6365380,20200,2335,2023-08-26T17:55:15.521920,jGEERBDelH8
